Destination Name,Destination Type,Rating,Review Head,Review Body,Date
Rock-Hewn Churches of Lalibela,Landmarks,5,beautiful lalibela,"very old and beautiful churches it worth to see it if you travel to ethiopia,it needs 2 days to see all the churches and its neighborhood ,it is on the word heritage list",November 2014
Rock-Hewn Churches of Lalibela,Landmarks,4,Lalibela churches,Me and my girlfriend just came back from our trip through Ethiopia. We also visited the churches of Lalibela. We are not religious people but it was very cool to see the rock hewn churches and learn about the history and meaning behind it. Our...,November 2014
Rock-Hewn Churches of Lalibela,Landmarks,1,Too expensive,50$ per person for entry fee is thievery.  Not worth the trip to lalibela unless you have a thick pocketbook. Especially if you are taking public transportation to get here.  What a disappointment.,November 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,"Lalibela, Ethiopia - What no one else is writing about...","I'm a photographer from Seattle, Washington and recently visited the amazing churches of Lalibela. If you have an opportunity to visit this Unesco World Heritage Site, I highly recommend it. 

Lalibela is a very poor city nestled in the mountains in northern Ethiopia. 

What no...",November 2014
Rock-Hewn Churches of Lalibela,Landmarks,2,"Ruins, impertinent tipp claims - STAY AWAY!","I have NOT visited these churches. 50 USD entrance fee is pure racism. The ruins are not worth this, I was 2012 there and still paid 350 ETB. STAY AWAY! In got told in almost every church a local priest requests tipp or money for...",November 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,a true set of wonders of the world.,"Our main purpose of travelling to Ethiopia was to see the rock carved churches.
We spent three days visiting churches and did not tire.
Wether you are religious or not does not matter, as they are a sight to behold.
Not quite in the Petra...",November 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,The experience of a life time,Even for a determined atheist the stone churches of Lalibela are a wonder and a testament to humans' striving for connection with the infinite.,November 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Prepared to be moved and amazed.,The most perfect of the Lalibela churches. Finish your tour with this and you will end on the highest note.,November 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,magical place,its just amazing! i have no words for this holly  place! ofcourse the fee for the churches is expensive its 50$ but i am Glad i visited Lalibela churches in my life. the roads are difficult and dusty for old people.  Maribela hotel  is a...,November 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,"Unique, precious","From the frescos of white-faced kings to the smoke rising from bakeries called Bethlehem, these churches tell a story of Christians that most of us know nothing about - and a history as deep and rich as the rock tunnels that lead to the church.",October 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Cross-shaped king's legacy,This is the most amazing of all of the structures in Lalibela. One looks down at the church from above - to see the shape of the cross - making it look giant - it is tall - when it's just a tiny little church.,October 2014
Rock-Hewn Churches of Lalibela,Landmarks,4,"More than just rock churches, but living culture of Ethiopian people","I agree with all of the comments regarding that yes, they are ""just"" churches carved out of rock, but to truly appreciate the churches, you must understand that they are ""active churches"".  Do go late in the day your first day to see the churches...",November 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,It's a must!,"It is the most important place to visit, if you come to Lalibela. Very interesting churches. It will take you full day to see everything arround. Don't forget to take your shoes of before entering every single church. White dressed monks, shoes attendants (takes care...",November 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,much better than the pictures!,"And lets be honest, the pictures are pretty darned impressive!! Initially viewed from above, there is a palpable sense of anticipation as you descend to the church itself.  There is a beautiful symmetry to the building, which for me just increased its appeal. 

Unlike the...",October 2014
Rock-Hewn Churches of Lalibela,Landmarks,2,Overrated and overpriced,"Nice collection of churches but I don't think of it as a must-see when visiting Ethiopia. It's a touristy town, which is quickly expanding. There's nothing much to do except for visiting the churches. The ticket price of USD 50 is a pure rip-off, considering...",October 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Amazing!!,"I lOVED the churches! It js simply amazing. It costs 50$ US for a 5-day pass, but it is worth the price. It took me 2 days to visit the sites. The first day I hired a tourguide (400birrs for the day.. I think some...",November 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,$50 but go for it. The visits are like time travel,"Yes, the tickets are now very expensive... but totally worth it.

Get a guide and follow him through the tunnels, caves and of course churches.

Bring a nice camera, lots of great opportunities for photos.",November 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Sunrise or sunset but not doing rush hours,"November 2014: the ticket price for 4 days for foreigners is $50 USD per person.

OK, with that information out of the way, the churches are all great, this one is wonderful to visit.

While the churches close (5pm I think) you are allowed to...",November 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,I've had the good fortune to visit twice...go!,"If you are in Ethiopia, it is worth it if you can make a visit to Lalibela. If you can hire a guide, it is a benefit. They will show you the way to the various locations and they will help negotiate the shoe watchers....",April 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Famous Place,"This is the famous rock hewn church from the early 1100s AD.  It's easy to visit and photograph from the outside.  This is a must see in Lalibela, it's the reason to travel to this city.  Be sure your camera batteries are charged.  Enjoy.",November 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Like Nowhere Else In The World,"Built by the King in 1102, wrap your head around that.  If you fly to Ethiopia with Air Ethiopia, keep the complimentary socks.  Wear them over your socks, when you remove your shoes to enter the Churches.  Throw away the airline socks when you've finished...",November 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Expensive But Worth It,"The tickets to get in were a bit expensive at $50, especially when taking into account they were only $5 a few years ago but the churches are still a must do. There are 13 churches in all that cover two large sites. The concrete...",September 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Lalibela Churches-Unparallelled creations.,"An accomplished German building engineer visited the rock hewn churches of Lalibela with me and commented, that he could not understand how people not only In ancient times but even now, could carve such sophisticated, precise and esthetically beautiful buildings from single rocks. I was...",September 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Wish come true,"The stone churches did not disappoint - amazing feats of human achievement.  Mobility difficulties (knees!) meant that I found some sites difficult, but certainly managed to see sufficient to fulfil a long held hope to see these churches.  A local guide is a must -...",October 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Unbelievable,St George was definately the highlight of our visit to the curches. It is truly unbelievable. We went early morning with our guide (memekia  - memekia12@yahoo.com - he was brilliant) and he suggested we went back late afternoon when the sun is lower to get...,October 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Incredible Sites / Great Guide,The churches were awe inspiring and my experience was beyond fantastic. Many thanks go to my guide Jimmy Mega. I cannot speak highly enough of his tour. His knowledge of the churches was incredible and connection to the community was fantastic. I was even blessed...,October 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,A wish fulfilled,"This visit was a wish of many years ago that I never believed would be fulfilled - except that I had to be in Ethiopia for work - so the opportunity was too good to miss. Exceeded expectations, enjoyed the visit to the church immensely...",October 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,A must in Ethiopia!!!,"I was several times in Ethiopia and - apart from Danakil - I can say I have seen it all. But Lalibela especially around Easter is just it. So let me tell you, if you visit this country don't miss Lalibela.",November 2013
Rock-Hewn Churches of Lalibela,Landmarks,4,Tour of the stone churches!,"Very interesting to tour all of the stone churches. $50 US to tour all of the churches. Ticket valid for several days. 
However each 'custodian' of each church wanted a tip, along with a tip if you took a picture and also a tip if...",September 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Unbelievable,"The churches are a must visit. Some are simple, others richly decorated. The way they are ""built"" is amazing. The guides provide a lot (sometimes to much) information. Their English is very good.",October 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Outstanding Architecture,The Church of St George and the Churches of Lalibela are just outstanding  - a real must do but you do have to be reasonably fit with all the steps and passageways - and take a torch for the dark tunnel,October 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,I recommend a visit,"Amazing monolithic church, hand carved out of solid rock. The modern day and age only made apparent by electrical wire hanging clumsily in midair :-)",September 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Crown Jewel of the Lalibela Churches,"St. Giorgis with the symmetrical cross architecture is the crown jewel of the Lalibela Churches carved out of rock.

Besides the entry fee, expect to pay for a guide through the maze of churches,  someone to arrange your shoes and most importantly, the tip for...",None
Rock-Hewn Churches of Lalibela,Landmarks,5,A special place,"The churches of Lalibela are inspiring - not least because they are living places of worship rather than museum pieces.  The fact that continue to be places of pilgrimage for orthodox Christians, and the simple dignity shown by the people of Ethiopia, makes them very...",July 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Wonderful - not to be missed,If you have an opportunity to visit then don't miss it - you will not be disappointed.  We were there during rainy season but this didn't dampen the impact.,July 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,The 8th World Wonder,"I'm happy I got there when the season was off. I had plenty of opportunities to discover the village itself (not only the Churches). The awe of the buildings is beyond what you can imagine - it's just a must-visit while in Ethiopia.
http://one-penny-trip.com/africa/the-wonders-of-lalibela/",May 2014
Rock-Hewn Churches of Lalibela,Landmarks,4,Ethiopian northern roots of historical attractions with KOYTA ETHIOPIA TOUR.,"I had a visit to northern parts of Ethiopia like Axum, Lalibela, Gonder and some other tourist destination areas with a new tour and travel company called KOYTA ETHIOPIA TOUR owned by young Ethiopia man and I and my friends really satisfied with the whole...",July 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Beautiful Churches,Must see the churches here.  Each one is unique.  We were fortunate to be there while worshippers were coming out and we were able to hear the service from the outside.  Amazing construction.,July 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Amazing Church,A must see in Lalibela.  The stone churches are all beautiful and the construction is unbelievable.  St George was my favorite.,July 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,"Amazing places, but need to be able-bodied",The churches are amazing and are the main reason that tourists come to Lalibela.  We came with a tour guide which which was very useful.  It would be very hard to do on your own.  There are two clusters of churches and then the St....,July 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Incredible,"This is a sequence of churches which are inside the rocks. This is really amazing and you enter this place with a ""wow!"" inside you. One of the things that somebody has to see in his life.",December 2013
Rock-Hewn Churches of Lalibela,Landmarks,5,Amazing,Amazing history. A must see for anyone coming to Ethiopia. This was my second visit and I was just as blown away.,June 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Wonderfull churches & trekking,"Do you belive the 11 churches all carved from single rock?? in the 13th century with no sand,cement, mortar....I waas crying when to see the 2 story building of bete -Amanuel,bete merkorios....I read it is the 8th world wonder historical world heritage by UNESCO.

Additionally...",March 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,church of st George,"I Never seen such kind of church freestanding and monolithic church in the world. 
 but you can see it lalibela.  the place is the holy of holy. go and see it.  
i wish you to have best trip, enjoy. 
N B",March 2014
Rock-Hewn Churches of Lalibela,Landmarks,4,One part of a profound complex,"This was the one I'd seen pictures of before I went, and I jumped out of my skin when we realized we'd be visiting it. Of Things To See In The World, it rates 10 on a scale of 5. Of churches you will see...",June 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Truly beautiful,"Having read Graham Hancock's ""The Sign and the Seal"" I was exremely curious to see this ancient church, and it definitely lived up to all expectations.",May 2014
Rock-Hewn Churches of Lalibela,Landmarks,1,Horrible experience due to the locals,"After travelling all around Ethiopia, in Lalibela churches we had the worst experience-treatment from the locals. We had heard that its possible to have access in the outside of the churches but during our visit the local guide denied access to the monuments. Both local...",January 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Words can't describe,"We visited some, but not all, of the churches in both zones. The churches themselves are unlike anything anywhere else. But an equally profound experience was witnessing the devotion displayed by the worshippers and the pilgrim groups. It was an experience of a lifetime. We...",June 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,The eighth wonder of the world,"Visiting these stone churches was the high light of our vacation.  How they were created still boggles my mine.  The tour guide, Zed, was knowledgeable and reverent.  These are working churches and we got to experience a bit of worship.  Stunning.",June 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Lived up to expectations and leave it to last,I had wanted to visit for years and was concerned that the most famous of Lalibela's churches was not going to live up to expectations. However I wasn't disappointed. We visited this church at the end of our tour of the churches and our guide...,May 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Breathtaking,"Amazing, inspiring, timeless. Words will fail me. Go there without a moment's hesitation, but do watch out for touts and pickpockets. If you are a young woman do not go alone, as you will be exposed to sexual harassment that may well turn nasty...Also this...",March 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Wonders of the world,"A group of 13 churches rock-hem at the 11th century, still in use for its original religious purposes. The churches are massive, impressive and very, very beautiful. Definitely, one of the wonders of the world.",April 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Wonders of the world,"Absolutely incredible, one of the wonders of the world, for sure !! You can't just believe it was built on the 11th century, and it is still so well preserved with all its sculptures and engraves.",April 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Quite enchanting,"A bit like the Taj mahal (in India, I know), many people have talked about the churches of Lalibela in so glowing terms that one is a little apprehensive when actually going there and yet the experience does live up to all earlier descriptions. In...",April 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Best church,"the Church of St-George is clearly the most impressive one. It is more refined since it was the last one built, the builders benefiting from their experience with the previous ones.",May 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Fantastic,"All the churches are so impressive; except for certain repairs, they are all in one solid stone block carved on the outside and the inside.",May 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,"St George, wow","The structure, the position of the four corners, the history, the holy spirit, the religious ceremonies, Everything is very amazing.",August 2013
Rock-Hewn Churches of Lalibela,Landmarks,5,Lalibela,"Lalibela is a place of many mysteries and histories, to say the least. Let me start by describing how to get there. Never go there by bus. Get on one of the Ethiopian airlines fights. The airport is some 40 kms away from the town....",August 2013
Rock-Hewn Churches of Lalibela,Landmarks,5,A breathtaking magic place,I have visited Lalibela rock churches carved from the top surface downwards before Eastern which was a great time because pilgrims from surrounding areas were praying there and ceremonies were fascinating. I was first surprised by the cost of entrance which was dramatically increased in...,April 2014
Rock-Hewn Churches of Lalibela,Landmarks,4,History galore,"The only way to truly appreciate these churches is with a guide, who can explain them. The best bit is having your own ""shoe minder"" whilst in the churches. Not being interested in history meant the visit was a bit tedious, but my husband (history...",April 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,The best one to see,"This church, hand-chiselled from rock, is amazing. To see it carved out, and to walk through the rock walls to visit the church, is an experience not to be missed. Seeing the pilgrims there over Easter added to the experience.",April 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Very special place,"In terms of location - hotels are generally located near the churches (15-20 minute walk) or near the valley where you'll get better views from your hotel room but really need to take a taxi to the church sites.  

Taxis are the most expensive cost...",April 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Magical,"The star of the show of all the churches - it's really spectacular and amazing and never disappoints!!!

Take the time to just be and breathe when you descend to this church - enjoy it!!!",April 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,"incredible, make sure you visit in the morning and evening as different light changes everything","take time to discover every single corner as there are endless surprises. It is not just the priests, but passages, door features, dim lights through the narrow windows. I only wish i had more time to come back and just enjoy",April 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,totally incredible,"you need to have a guide to help you understand, totally amazing. Be prepared for some hot and dusty walking",March 2014
Rock-Hewn Churches of Lalibela,Landmarks,4,As amazing as the photos suggest.,We were lucky to visit this rock cut church withiut any other tourists nearby. The depth of the cutting is quite remarkable like several of the other rock churches in the area. However its separation from the others and cruciform shape made it quite unique....,March 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Try and visit when a service is in progress,Visiting Lalibela and the rock churches of Tgray and Gheralta is a fascinating experience. Being lucky enouigh to visit in Lent gave it almost biblical proportions. Aside from the main group there waere almost no other tourists as we went in the morning during services...,March 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,A Highlight,The Church of St. Goerge in Lalibela was the main reason for my trip to Ethiopia and it lived up to all my expectations. It is a memory I will savour for many years to come.,April 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,magical,"Watching all the pilgrims walking down to the old stone churches in the morning dim, and then watching the ceremonies, it was like going back a couple of thousand years. Went without guides, do not regret that at all since we got to walk through...",June 2013
Rock-Hewn Churches of Lalibela,Landmarks,4,Amazing experience,"Loved it all! The guide was amazing and while the price is steep, it was worth it for the experience and photos you will take. Also I loved that the guide sited both the church's belief on how these churches were built and the historian's...",March 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Notes and tips on seeing the Eighth Wonder(s) of the World.,"Access: Tickets are purchased at the office just adjacent to the northwest group of churches.  The ticket I purchased (and the only one I think available to tourists) was a $50/four-day pass allowing me access to both groups of churches, St. George’s, and the museum....",March 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,The brightest diamond in the mine.,"Ethiopia = rock hewn churches = St. George’s.  This simple equation (if that’s what you want to call it) is probably a one-sentence answer to “What does Ethiopia have to offer the average tourist?”  Probably the most iconic image in the country, St. George’s church...",March 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Amazing churches and trek,"FANTASTIC AND EXCELENT GUIDE IN AN INTERSTING HISTORICAL AND CULTURAL PLACE LALIBELA!!!
Weeks ago I have visited the wonderful place of Lalibela (Ethiopia) and the surroundings area with my 2 friends for about 3 days, and a special person we met along the way Zewdu...",March 2014
Rock-Hewn Churches of Lalibela,Landmarks,4,Beautiful many rocky charchs !,"Since there is not have histrical culture, I don't like traveling Africa except for north Africa.
Furthermore, there is much infection in Africa.
However, there is historical Christianity culture in Ethiopia, and since it is located in high ground, there is no infection. 
Moreover, Ethiopia...",October 2013
Rock-Hewn Churches of Lalibela,Landmarks,5,Tour guide recommendation,"I went to Ethiopia (from December 2013 to March 2014) and met a young Tour Guide who is from the city of Lalibela.  He can help you with all of Ethiopia but I would say Lalibela is what he specializes in, though he lives in...",January 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Great history in a great country,When you get to Ethiopia a trip to Lalibela and Axum to see the Monolithic churches is a great experience.  We had a guide named Gashaw Melesse (Gashaw15@yahoo.com) who did a great job of showing us all the sights and sharing the history of the...,February 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Incredible!,"By far, the most amazing cultural site you will visit in Ethiopia.  A must see for anyone traveling there.",March 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,The best of the Lalibella churches,"This is the most famous church of Lalibella and in agreement with other reviewers it is more spectacular from the outside than inside.  What is impressive with all the Lalibella churches is the method of their construction, their age and I personally appreciate the fact...",March 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Highly recommended tourist attraction,"The churches of Lalibela are a must see tourist attraction. The entry fee of $50 UDS per person was unreasonable but the experience was excellent. 
We highly recommend Sofi as a very knowledgeable guide for the churches (Hiletework@yahoo.com 
Phone +251912014360).",April 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Should be a world heritgae site,The churches were amazing. Carved into rocks 900 years ago - like Petra in Jordan but some were totally monolithic instead of a single façade.,April 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,"""Simply Amazing! Lots of Walking""",Seeing the churches of Lalibela was a dream of mine- and they did not disappoint! We were there during their Christmas season (early January)  which added another dimension to our visit.  It was very moving to see the devotion of people making the pilgrimage to...,December 2013
Rock-Hewn Churches of Lalibela,Landmarks,5,Got to be seen to be believed,The churches are truly amazing feats of dedication by the Ethiopian people.  You can see the photos but until you stand by them and see the scale you can't really appreciate them.  Hire an official guide and after 2 days your head will hurt with...,March 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,This is why you came here!,"Amazing to imagine how this structure was carved so long ago, and they even considered drainage!  It is as spectacular as you expected.  Be forewarned the ticket price for the churches, good for several days, is $50--very steep.  Do not miss this!",February 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Wonder of the World,Words cannot express the wonder this church is. It is truly a treasure to humanity. It is so beautiful and the people of Ethiopia are so kind to share it with the rest of the world. Was lucky enough to visit early one morning when...,March 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Mind Blowing,"It is as though you get in a time machine and go back 1,000 years. It is the most incredible place to visit and is truly one of the wonders of the world. Went with my 6 year old and she loved it. You you...",March 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Church of St George,Incredible work.  Hard to believe it is chiseled out by hand.  Definitely the best of all the rock-hewn churches.,March 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Hard walking at 8000 feet,This is the best of the churches for understanding the method of construction. The churches are only open for a few hours per day and it can get quite hot in the afternoon. I'd recommend taking a couple of days to see them all unless...,March 2014
Rock-Hewn Churches of Lalibela,Landmarks,4,early morning visits recomended,"Visit early in the morning and you can listen to the drums, chanting and of course miss the heat of the day.",February 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Churches of lalibela,Definite must to see the churches. One of the wonders of the world. We did the churches over 2 days. The guides are lovely and extremely knowledgeable. Keep the receipt for entry as the Ethiopian calendar is different. Our ticket said June 2006. It was...,February 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,unique,It is one of the rare places in Africa .no words can explain the beauty of these churches built in the stones like a village of churches built with lot of love,January 2014
Rock-Hewn Churches of Lalibela,Landmarks,4,fantastic,"the best one in all the churches, but inside is small and shabby. You will like it just sitting at the top looking down on it.",February 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Worth the trip to Ethiopia,A stunning church; the best of the churches in Lalibla and it is also the best to see since there is no need for the protective canopies that cover the rest of the rock hewn churches. Awe inspiring!,February 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Must See Church,"The churches carved from solid stone are amazing . Photo's do not do justice to the site. We were advised to spray for flee 's before we entered , other took a change in socks. I only saw a couple of flees on my socks.",January 2014
Rock-Hewn Churches of Lalibela,Landmarks,4,You will not be disapointed,"Deffinately one of the highlights of any trip to Ethiopia and a place not to be missed.
The only down side is that for anyone who is not too good on their legs, there are a lot of hills and steps which are made even...",February 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Better than the photos,"This is deffinately the jewel in Lalibella's crown.  You can'ot really put into words how amazing this place is
we were fortunate to visit on the day of the small Timkat on 25th jan which gave the whole place a magical quality, but I am...",February 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Quick visit to all the Lalibela churches,"Had only a short time to visit the fantastic rock churches of Lalibela but was able to see all three groups in a strenuous but exciting afternoon, because of an excellent guide, Deacon Mekashaw Temesgen. Can be reached at mekashawroha_25@yahoo.com, or 00251-0911863780. 

Also managed to...",January 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Ancient church,One of the best among rock hewn churches in Lalibela. The sheer scope and architecture of this wonderful church literally chiseled out of a mountain has to be seen and experienced to believe it. It is really remarkable that the local leaders and people over...,January 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,"Incredible, expensive and difficult to navigate. Totally worth it.","Realistically, the rock-cut churches are the single reason that tourists go to Lalibela. And when you see them, they are as spectacular as you imagined. Yes, the entrance fee of USD$50 per person is steep, but it is definitely worth it.

Get yourself a guide,...",January 2014
Rock-Hewn Churches of Lalibela,Landmarks,4,Interesting experience,Experience of visiting these churches was unlike anything else I had seen earlier. Very educative. A 50 metre completely dark tunnel was a hit with the kids,December 2013
Rock-Hewn Churches of Lalibela,Landmarks,5,Visit late at night or in the early hours of the morning! Be sensitive and buy a white shawl.,The high point of our 18 day visit to Ethiopia was our time spent in Lalibela. This was made so incredibly enjoyable thanks to Aboush and his brother Aboushew. I had been recommended them by an Israeli i met in Addis Abeba. Aboush met us...,January 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Very impressive and great guide,"We've been to Lalibela an it's churches end of Nov 2013. It was very, very impressive and definitly one of the highlights - maybe THE one - of our 3 week trip through Ethiopia's north and south.
It's amazing! 
You can't visit the churches without...",November 2013
Rock-Hewn Churches of Lalibela,Landmarks,5,Words fail to describe beauty of Bet Giorgis,Bet Giorgis in Lalibela is beyond words.   Legend has it that St George helped built this fabulous church. Think he did good job! Have a look. The church was teeming with pilgrims at the time we were visiting. They were flocking to town to celebrate...,January 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Magical,"The Lalibela churches (11) are just magical.   Words fail to capture the magic of the place. To paraphrase Alvarez (1521) (first European to visit Lalibela and to write about it), you would not believe me.    Hope enclosed photos convey some of the magic!

We visited...",January 2014
Rock-Hewn Churches of Lalibela,Landmarks,1,Way too expensive for a family.  We didn't go,"I have been to the beautiful churches of Lalibela on 2 previous occasions.
This time I travelled with my kids and another family.  There were 9 of us altogether.  There were 6 kids and only 2 of them were under 12 years old.

Unfortunately they...",December 2013
Rock-Hewn Churches of Lalibela,Landmarks,5,locals escape,"the church is amazing in itself, after visiting some of the locals a group of women aged about 70 and a couple of men stood to one side and sang and danced what seems to be  a unique style of music to Ethiopia, they then...",January 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,"So many churches, so much detail in their build","Fascinating places in constant use. Take a good guide and shoes that you can slip off easily. Ladies should wear a headscarf in the churches. Lots of steps, optional tunnels, amazing architecture.",January 2014
Rock-Hewn Churches of Lalibela,Landmarks,5,Photos don't do it justice,"Amazing place, how did they build it? Take a good guide to explain the detail. Not easily accessible if you have walking difficulties.",January 2014
Rock-Hewn Churches of Lalibela,Landmarks,4,When history and religous mixed,"outstanding work of art mixed with religion and history.
You can't say you visited Ethiopia without seeing Lalibela.
Take the tour with a professional guide to visit all the churches you will need a full day.
Be aware of a full workout day.",December 2013
Rock-Hewn Churches of Lalibela,Landmarks,5,Just wonderful. All we expected and more,Absolutely brilliant. We loved them all. You pick up a shoe girl on entering and she guards your shoes and helps you put them on obviously you pay her at the end but a good way of helping the local people. Luckily not too many...,February 2013
Rock-Hewn Churches of Lalibela,Landmarks,5,"Church of Saint George, Lalibela Ethiopia","church of Saint George was the highlight of Lalibela visit.  Went at both sunrise and sunset.  A UNESCO site and an architectural wonder for sure... one of the tops in the world.  However, I came away with a bad feeling because:  there is a very,...",October 2013
Rock-Hewn Churches of Lalibela,Landmarks,5,Hailemariam tours excellent,"Like everything about this trip, we had the most spectacular experience. I highly recommend this hotel and guide.",November 2013
Rock-Hewn Churches of Lalibela,Landmarks,3,Massively overpriced,"The churches are unique, no doubt.  But charging $50 to visit them is way too much.  To put in perspective, the Taj Mahal charges $17 to enter.  A guide is most helpful and many of their starting rates for foreigners is $40.  Definitely worth visiting...",December 2013
Rock-Hewn Churches of Lalibela,Landmarks,5,truely unique,I loved to walk around in and outside the churches. There are some great spots for taking photos. You are not allowed to wear shoes inside the churches and every tourist seems to have one guide and one guy to take your shoes on and...,September 2013
Rock-Hewn Churches of Lalibela,Landmarks,5,A fantastic guide makes all the difference to your visit,"I had been stunned by the ingenuity of  Petra and Maidan Saleh   but the rock-hewn churches of Lalibela are even more amazing as each is sunk deeply into the mountain, yet in most cases freed on all sides. The intricacy of  designs made with the...",December 2013
Rock-Hewn Churches of Lalibela,Landmarks,5,One of the worlds most important sites,"These churches include a Mount of Olives , River Jordan all as a copy of Jerusalem were absolutely fascinating . We were priveleged to hear about 100 priests chanting and singing on St Marys day in Ge ez(Giz) the ancient language of the Ethiopian Orthodox...",December 2013
Rock-Hewn Churches of Lalibela,Landmarks,5,one of the reasons we traveled to ethiopia,"We were  most impressed with the presentation of the churches
(actually overwhelmed).  We are, however, very concerned that
the condition of the paintings might be jeopardized by increased tourism.  Hopefully UNESCO will offer guidelines for preservation of them.",November 2013
Rock-Hewn Churches of Lalibela,Landmarks,5,Awe-inspiring,Church of St. George was #1 on my things to do in Ethiopia. My daughter and I did a walking tour of the churches on a Sunday morning at 8:30. We hired our own tour guide (Melkum) who tapped the services of another guide (Abeba)...,August 2013
Rock-Hewn Churches of Lalibela,Landmarks,5,Great guide for Lalibela,The churches and Lalibela are magical and having a guide that enhances the experience rather than detracts was very nice. I have to admit that many times I am very tired of a guide we have hired long before we part ways. Memekia was a...,December 2013
Rock-Hewn Churches of Lalibela,Landmarks,5,Pictures don't do it justice!,"I have heard about Lalibela for years and thought ok it should be ok but I was NOT prepared for the incredible churches.  St Georges was breath taking.  We also went for the Sunday Morning mass, while we couldn't go in the church it was...",December 2013
